date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday
2014-05-19,2014,5,19,Monday,6,3,0.5,1074,77,559,445,70,0,0,0,0,77,0,0,0,0,0,0,2014,0
2014-05-20,2014,5,20,Tuesday,10,4,0.4,1246,146,405,487,37,317,0,0,0,146,0,0,0,0,0,0,2014,0
2014-05-21,2014,5,21,Wednesday,11,5,0.454545455,1303,132,308,871,35,89,0,0,0,132,0,0,0,0,0,0,2014,0
2014-05-22,2014,5,22,Thursday,8,4,0.5,1520,139,310,1173,37,0,0,0,0,139,0,0,0,0,0,0,2014,0
2014-05-23,2014,5,23,Friday,7,5,0.714285714,898,167,248,610,40,0,0,0,0,167,0,0,0,0,0,0,2014,0
2014-05-24,2014,5,24,Saturday,8,5,0.625,707,148,25,657,0,25,0,0,0,148,0,0,0,0,0,0,2014,0
2014-05-25,2014,5,25,Sunday,3,3,1,339,73,0,223,0,116,0,0,0,48,25,0,0,0,0,0,2014,1
2014-05-26,2014,5,26,Monday,9,6,0.666666667,1629,136,843,706,80,0,0,0,0,136,0,0,0,0,0,0,2014,0
2014-05-27,2014,5,27,Tuesday,9,3,0.333333333,1280,110,678,509,50,43,0,0,0,110,0,0,0,0,0,0,2014,0
2014-05-28,2014,5,28,Wednesday,14,6,0.428571429,1629,219,686,838,51,54,0,0,0,219,0,0,0,0,0,0,2014,0
2014-05-29,2014,5,29,Thursday,9,6,0.666666667,1181,210,279,866,36,0,0,0,0,210,0,0,0,0,0,0,2014,0
2014-05-30,2014,5,30,Friday,6,4,0.666666667,637,131,85,552,0,0,0,0,0,131,0,0,0,0,0,0,2014,0
2014-05-31,2014,5,31,Saturday,6,0,0,359,0,20,267,0,72,0,0,0,0,0,0,0,0,0,0,2014,0
2014-06-01,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-06-02,2014,6,2,Monday,7,4,0.571428571,1309,141,466,587,76,180,0,0,0,141,0,0,0,0,0,0,2014,0
2014-06-03,2014,6,3,Tuesday,12,6,0.5,1144,184,360,712,72,0,0,0,0,184,0,0,0,0,0,0,2014,0
2014-06-04,2014,6,4,Wednesday,14,8,0.571428571,1928,328,524,873,95,436,0,0,0,258,70,0,0,0,0,0,2014,0
2014-06-05,2014,6,5,Thursday,14,9,0.642857143,1797,329,380,1342,75,0,0,0,0,329,0,0,0,0,0,0,2014,0
2014-06-06,2014,6,6,Friday,10,6,0.6,1719,204,350,1157,64,148,0,0,0,189,15,0,0,0,0,0,2014,0
2014-06-07,2014,6,7,Saturday,7,0,0,483,0,80,293,2,108,0,0,0,0,0,0,0,0,0,0,2014,0
2014-06-08,2014,6,8,Sunday,3,0,0,461,0,40,92,0,329,0,0,0,0,0,0,0,0,0,0,2014,1
2014-06-09,2014,6,9,Monday,10,4,0.4,1405,177,752,529,91,33,0,0,0,177,0,0,0,0,0,0,2014,0
2014-06-10,2014,6,10,Tuesday,10,5,0.5,1811,197,400,1104,75,232,0,0,0,197,0,0,0,0,0,0,2014,0
2014-06-11,2014,6,11,Wednesday,13,7,0.538461538,1609,251,690,770,101,48,0,0,0,251,0,0,0,0,0,0,2014,0
2014-06-12,2014,6,12,Thursday,12,7,0.583333333,1555,307,360,855,80,260,0,0,0,307,0,0,0,0,0,0,2014,0
2014-06-13,2014,6,13,Friday,10,5,0.5,1194,200,546,573,75,0,0,0,0,200,0,0,0,0,0,0,2014,0
2014-06-14,2014,6,14,Saturday,7,4,0.571428571,999,182,0,935,0,64,0,0,0,182,0,0,0,0,0,0,2014,0
2014-06-15,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-06-16,2014,6,16,Monday,3,0,0,742,0,205,112,45,380,0,0,0,0,0,0,0,0,0,0,2014,0
2014-06-17,2014,6,17,Tuesday,7,5,0.714285714,951,236,232,684,35,0,0,0,0,236,0,0,0,0,0,0,2014,0
2014-06-18,2014,6,18,Wednesday,13,5,0.384615385,2136,197,495,1305,72,264,0,0,0,197,0,0,0,0,0,0,2014,0
2014-06-19,2014,6,19,Thursday,11,8,0.727272727,1512,308,473,959,80,0,0,0,0,308,0,0,0,0,0,0,2014,0
2014-06-20,2014,6,20,Friday,15,9,0.6,2211,425,433,868,80,830,0,0,0,335,90,0,0,0,0,0,2014,0
2014-06-21,2014,6,21,Saturday,10,4,0.4,989,162,269,599,36,85,0,0,0,162,0,0,0,0,0,0,2014,0
2014-06-22,2014,6,22,Sunday,4,0,0,1085,0,296,754,35,0,0,0,0,0,0,0,0,0,0,0,2014,1
2014-06-23,2014,6,23,Monday,5,0,0,547,0,251,224,35,37,0,0,0,0,0,0,0,0,0,0,2014,0
2014-06-24,2014,6,24,Tuesday,7,5,0.714285714,1689,196,227,1096,36,330,0,0,0,196,0,0,0,0,0,0,2014,0
2014-06-25,2014,6,25,Wednesday,9,6,0.666666667,967,215,0,919,0,48,0,0,0,215,0,0,0,0,0,0,2014,0
2014-06-26,2014,6,26,Thursday,9,7,0.777777778,1119,276,185,934,0,0,0,0,0,276,0,0,0,0,0,0,2014,0
2014-06-27,2014,6,27,Friday,9,6,0.666666667,856,199,139,541,0,176,0,0,0,177,22,0,0,0,0,0,2014,0
2014-06-28,2014,6,28,Saturday,6,4,0.666666667,585,218,0,488,0,97,0,0,0,216,2,0,0,0,0,0,2014,0
2014-06-29,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-06-30,2014,6,30,Monday,7,3,0.428571429,912,97,432,374,71,35,0,0,0,97,0,0,0,0,0,0,2014,0
2014-07-01,2014,7,1,Tuesday,8,5,0.625,1987,171,501,581,475,430,0,0,0,171,0,0,0,0,0,0,2014,0
2014-07-02,2014,7,2,Wednesday,10,6,0.6,1212,273,431,662,71,48,0,0,0,273,0,0,0,0,0,0,2014,0
2014-07-03,2014,7,3,Thursday,9,6,0.666666667,1450,299,450,565,85,350,0,0,0,229,70,0,0,0,0,0,2014,0
2014-07-04,2014,7,4,Friday,8,6,0.75,2200,440,526,384,77,1213,0,0,0,120,320,0,0,0,0,0,2014,0
2014-07-05,2014,7,5,Saturday,9,5,0.555555556,1022,173,0,455,420,147,0,0,0,167,6,0,0,0,0,0,2014,0
2014-07-06,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-07-07,2014,7,7,Monday,7,4,0.571428571,1654,117,543,801,70,240,0,0,0,117,0,0,0,0,0,0,2014,0
2014-07-08,2014,7,8,Tuesday,5,0,0,1307,0,535,674,56,42,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-09,2014,7,9,Wednesday,8,0,0,1203,0,444,312,75,372,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-10,2014,7,10,Thursday,7,0,0,1194,0,300,414,480,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-11,2014,7,11,Friday,8,0,0,1180,0,533,357,77,213,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-12,2014,7,12,Saturday,8,4,0.5,542,161,0,452,0,90,0,0,0,161,0,0,0,0,0,0,2014,0
2014-07-13,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-07-14,2014,7,14,Monday,4,0,0,843,0,496,266,81,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-15,2014,7,15,Tuesday,6,3,0.5,789,105,195,522,72,0,0,0,0,105,0,0,0,0,0,0,2014,0
2014-07-16,2014,7,16,Wednesday,10,5,0.5,874,275,218,562,40,54,0,0,0,275,0,0,0,0,0,0,2014,0
2014-07-17,2014,7,17,Thursday,6,4,0.666666667,728,242,235,456,37,0,0,0,0,242,0,0,0,0,0,0,2014,0
2014-07-18,2014,7,18,Friday,7,3,0.428571429,939,95,290,554,36,59,0,0,0,95,0,0,0,0,0,0,2014,0
2014-07-19,2014,7,19,Saturday,6,0,0,394,0,0,316,0,78,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-20,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-07-21,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-07-22,2014,7,22,Tuesday,4,3,0.75,467,96,5,462,0,0,0,0,0,96,0,0,0,0,0,0,2014,0
2014-07-23,2014,7,23,Wednesday,5,3,0.6,444,145,0,393,0,51,0,0,0,145,0,0,0,0,0,0,2014,0
2014-07-24,2014,7,24,Thursday,6,3,0.5,682,141,80,602,0,0,0,0,0,141,0,0,0,0,0,0,2014,0
2014-07-25,2014,7,25,Friday,3,0,0,438,0,0,376,0,62,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-26,2014,7,26,Saturday,8,4,0.5,604,155,25,493,0,86,0,0,0,155,0,0,0,0,0,0,2014,0
2014-07-27,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-07-28,2014,7,28,Monday,5,0,0,799,0,390,369,40,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-07-29,2014,7,29,Tuesday,5,4,0.8,765,162,216,509,40,0,0,0,0,162,0,0,0,0,0,0,2014,0
2014-07-30,2014,7,30,Wednesday,7,3,0.428571429,805,103,345,372,40,48,0,0,0,103,0,0,0,0,0,0,2014,0
2014-07-31,2014,7,31,Thursday,6,3,0.5,512,75,18,392,0,102,0,0,0,75,0,0,0,0,0,0,2014,0
2014-08-01,2014,8,1,Friday,6,4,0.666666667,1166,91,505,348,75,238,0,0,0,76,15,0,0,0,0,0,2014,0
2014-08-02,2014,8,2,Saturday,6,0,0,195,0,65,70,0,60,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-03,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-08-04,2014,8,4,Monday,3,0,0,886,0,496,0,80,310,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-05,2014,8,5,Tuesday,5,0,0,714,0,473,155,86,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-06,2014,8,6,Wednesday,7,0,0,1403,0,520,280,358,245,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-07,2014,8,7,Thursday,5,0,0,866,0,502,186,178,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-08,2014,8,8,Friday,8,0,0,1510,0,517,90,85,818,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-09,2014,8,9,Saturday,6,4,0.666666667,226,76,0,117,0,109,0,0,0,74,2,0,0,0,0,0,2014,0
2014-08-10,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-08-11,2014,8,11,Monday,3,0,0,680,0,398,201,81,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-12,2014,8,12,Tuesday,8,4,0.5,1364,173,490,354,310,210,0,0,0,173,0,0,0,0,0,0,2014,0
2014-08-13,2014,8,13,Wednesday,9,4,0.444444444,1077,151,511,407,100,59,0,0,0,151,0,0,0,0,0,0,2014,0
2014-08-14,2014,8,14,Thursday,7,0,0,1308,0,628,398,282,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-15,2014,8,15,Friday,5,3,0.6,594,76,235,254,40,65,0,0,0,76,0,0,0,0,0,0,2014,0
2014-08-16,2014,8,16,Saturday,5,0,0,202,0,91,32,0,79,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-17,2014,8,17,Sunday,3,0,0,511,0,71,170,0,270,0,0,0,0,0,0,0,0,0,0,2014,1
2014-08-18,2014,8,18,Monday,5,0,0,736,0,250,31,35,420,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-19,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-08-20,2014,8,20,Wednesday,8,0,0,1484,0,488,597,378,21,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-21,2014,8,21,Thursday,4,0,0,626,0,345,210,71,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-22,2014,8,22,Friday,8,4,0.5,1561,230,348,90,71,1052,0,0,0,90,140,0,0,0,0,0,2014,0
2014-08-23,2014,8,23,Saturday,5,0,0,178,0,0,85,0,93,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-24,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-08-25,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-08-26,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-08-27,2014,8,27,Wednesday,6,0,0,972,0,372,108,75,417,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-28,2014,8,28,Thursday,3,0,0,557,0,447,40,70,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-29,2014,8,29,Friday,4,0,0,702,0,330,0,82,290,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-30,2014,8,30,Saturday,7,0,0,717,0,140,77,415,85,0,0,0,0,0,0,0,0,0,0,2014,0
2014-08-31,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-09-01,2014,9,1,Monday,4,0,0,860,0,629,161,70,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-02,2014,9,2,Tuesday,6,0,0,1263,0,865,315,83,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-03,2014,9,3,Wednesday,7,0,0,1233,0,880,237,72,44,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-04,2014,9,4,Thursday,11,0,0,2072,0,969,462,641,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-05,2014,9,5,Friday,8,4,0.5,1162,92,652,201,72,237,0,0,0,68,24,0,0,0,0,0,2014,0
2014-09-06,2014,9,6,Saturday,7,0,0,1038,0,0,592,0,446,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-07,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-09-08,2014,9,8,Monday,4,0,0,898,0,385,0,513,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-09,2014,9,9,Tuesday,3,0,0,381,0,266,30,85,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-10,2014,9,10,Wednesday,10,0,0,1392,0,604,230,102,456,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-11,2014,9,11,Thursday,7,4,0.571428571,911,137,613,232,66,0,0,0,0,137,0,0,0,0,0,0,2014,0
2014-09-12,2014,9,12,Friday,11,5,0.454545455,2210,182,1056,620,322,212,0,0,0,164,18,0,0,0,0,0,2014,0
2014-09-13,2014,9,13,Saturday,7,4,0.571428571,276,110,0,176,0,100,0,0,0,110,0,0,0,0,0,0,2014,0
2014-09-14,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-09-15,2014,9,15,Monday,5,0,0,1132,0,482,234,76,340,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-16,2014,9,16,Tuesday,4,0,0,1020,0,855,90,75,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-17,2014,9,17,Wednesday,8,3,0.375,1036,158,555,358,70,53,0,0,0,158,0,0,0,0,0,0,2014,0
2014-09-18,2014,9,18,Thursday,9,4,0.444444444,1612,197,1195,267,70,80,0,0,0,117,80,0,0,0,0,0,2014,0
2014-09-19,2014,9,19,Friday,5,0,0,840,0,602,0,73,165,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-20,2014,9,20,Saturday,11,5,0.454545455,1553,134,80,234,1100,139,0,0,0,134,0,0,0,0,0,0,2014,0
2014-09-21,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-09-22,2014,9,22,Monday,4,0,0,1255,0,511,264,480,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-23,2014,9,23,Tuesday,4,0,0,1013,0,807,0,75,131,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-24,2014,9,24,Wednesday,7,0,0,1407,0,758,549,71,29,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-25,2014,9,25,Thursday,5,0,0,856,0,631,60,70,95,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-26,2014,9,26,Friday,6,0,0,1151,0,530,115,71,435,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-27,2014,9,27,Saturday,3,0,0,147,0,0,84,0,63,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-28,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-09-29,2014,9,29,Monday,4,0,0,782,0,560,43,71,108,0,0,0,0,0,0,0,0,0,0,2014,0
2014-09-30,2014,9,30,Tuesday,7,3,0.428571429,1326,104,560,236,80,450,0,0,0,104,0,0,0,0,0,0,2014,0
2014-10-01,2014,10,1,Wednesday,6,0,0,842,0,518,222,76,26,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-02,2014,10,2,Thursday,8,0,0,1472,0,646,259,567,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-03,2014,10,3,Friday,6,4,0.666666667,1016,135,463,270,73,210,0,0,0,100,35,0,0,0,0,0,2014,0
2014-10-04,2014,10,4,Saturday,8,4,0.5,892,272,21,391,0,480,0,0,0,72,200,0,0,0,0,0,2014,0
2014-10-05,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-10-06,2014,10,6,Monday,5,0,0,1240,0,600,260,380,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-07,2014,10,7,Tuesday,4,0,0,620,0,446,103,71,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-08,2014,10,8,Wednesday,4,0,0,1154,0,407,0,81,666,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-09,2014,10,9,Thursday,7,0,0,863,0,463,195,154,51,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-10,2014,10,10,Friday,9,0,0,2042,0,1009,307,540,186,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-11,2014,10,11,Saturday,5,0,0,264,0,28,152,0,84,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-12,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-10-13,2014,10,13,Monday,5,0,0,946,0,403,145,38,360,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-14,2014,10,14,Tuesday,3,0,0,98,0,53,0,45,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-15,2014,10,15,Wednesday,7,0,0,1397,0,493,12,864,28,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-16,2014,10,16,Thursday,4,0,0,632,0,544,0,88,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-17,2014,10,17,Friday,8,0,0,2170,0,1320,0,73,777,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-18,2014,10,18,Saturday,3,0,0,166,0,0,74,0,92,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-19,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-10-20,2014,10,20,Monday,4,0,0,848,0,313,0,535,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-21,2014,10,21,Tuesday,5,0,0,1225,0,335,50,840,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-22,2014,10,22,Wednesday,4,0,0,820,0,230,0,335,255,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-23,2014,10,23,Thursday,6,0,0,857,0,526,204,73,54,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-24,2014,10,24,Friday,4,0,0,600,0,362,0,35,203,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-25,2014,10,25,Saturday,4,0,0,490,0,0,90,340,60,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-26,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-10-27,2014,10,27,Monday,4,0,0,614,0,544,0,70,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-28,NA,NA,NA,Tuesday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-10-29,2014,10,29,Wednesday,7,0,0,1030,0,671,124,70,165,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-30,2014,10,30,Thursday,3,0,0,724,0,535,114,75,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-10-31,2014,10,31,Friday,4,0,0,641,0,506,95,40,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-01,2014,11,1,Saturday,4,0,0,236,0,0,135,0,101,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-02,2014,11,2,Sunday,3,0,0,758,0,0,243,0,515,0,0,0,0,0,0,0,0,0,0,2014,1
2014-11-03,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0
2014-11-04,2014,11,4,Tuesday,7,0,0,1400,0,376,569,455,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-05,2014,11,5,Wednesday,7,0,0,940,0,595,241,80,24,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-06,2014,11,6,Thursday,11,3,0.272727273,1780,73,642,557,531,50,0,0,0,67,6,0,0,0,0,0,2014,0
2014-11-07,2014,11,7,Friday,4,0,0,803,0,613,113,77,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-08,2014,11,8,Saturday,7,0,0,260,0,0,180,0,80,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-09,2014,11,9,Sunday,5,3,0.6,573,75,13,157,3,400,0,0,0,55,20,0,0,0,0,0,2014,1
2014-11-10,2014,11,10,Monday,7,0,0,1375,0,635,360,380,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-11,2014,11,11,Tuesday,8,0,0,1442,0,1033,354,55,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-12,2014,11,12,Wednesday,13,0,0,2184,0,1411,225,181,367,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-13,2014,11,13,Thursday,8,0,0,1110,0,737,300,73,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-14,2014,11,14,Friday,12,0,0,1893,0,622,712,501,58,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-15,2014,11,15,Saturday,10,3,0.3,539,149,182,249,0,108,0,0,0,149,0,0,0,0,0,0,2014,0
2014-11-16,2014,11,16,Sunday,3,0,0,548,0,6,42,0,500,0,0,0,0,0,0,0,0,0,0,2014,1
2014-11-17,2014,11,17,Monday,4,0,0,786,0,480,236,70,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-18,2014,11,18,Tuesday,7,0,0,3061,0,2752,0,109,200,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-19,2014,11,19,Wednesday,7,0,0,837,0,448,282,78,29,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-20,2014,11,20,Thursday,6,0,0,1307,0,503,346,458,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-21,2014,11,21,Friday,5,0,0,747,0,510,106,80,51,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-22,2014,11,22,Saturday,7,0,0,736,0,0,169,420,147,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-23,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-11-24,2014,11,24,Monday,3,0,0,1150,0,435,640,75,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-25,2014,11,25,Tuesday,3,0,0,583,0,408,100,75,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-26,2014,11,26,Wednesday,6,0,0,1136,0,451,77,80,528,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-27,2014,11,27,Thursday,4,0,0,278,0,169,109,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-28,2014,11,28,Friday,5,0,0,606,0,2,65,440,99,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-29,2014,11,29,Saturday,4,0,0,191,0,0,84,0,107,0,0,0,0,0,0,0,0,0,0,2014,0
2014-11-30,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
2014-12-01,2014,12,1,Monday,3,0,0,995,0,610,0,75,310,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-02,2014,12,2,Tuesday,5,0,0,1020,0,870,70,80,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-03,2014,12,3,Wednesday,10,0,0,1337,0,703,200,405,29,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-04,2014,12,4,Thursday,9,0,0,1154,0,829,196,84,45,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-05,2014,12,5,Friday,9,3,0.333333333,1497,75,579,645,75,198,0,0,0,45,30,0,0,0,0,0,2014,0
2014-12-06,2014,12,6,Saturday,6,4,0.666666667,381,107,0,228,0,153,0,0,0,105,2,0,0,0,0,0,2014,0
2014-12-07,2014,12,7,Sunday,3,3,1,422,100,0,422,0,0,0,0,0,100,0,0,0,0,0,0,2014,1
2014-12-08,2014,12,8,Monday,5,0,0,843,0,615,153,75,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-09,2014,12,9,Tuesday,9,0,0,1374,0,622,347,405,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-10,2014,12,10,Wednesday,9,0,0,1137,0,771,192,138,36,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-11,2014,12,11,Thursday,7,0,0,1714,0,879,360,475,0,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-12,2014,12,12,Friday,6,0,0,744,0,498,44,77,125,0,0,0,0,0,0,0,0,0,0,2014,0
2014-12-13,2014,12,13,Saturday,7,3,0.428571429,715,104,0,239,380,96,0,0,0,104,0,0,0,0,0,0,2014,0
2014-12-14,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1
